id,user,name,queue,state,finalStatus,progress,trackingUI,trackingUrl,diagnostics,clusterId,applicationType,applicationTags,priority,startedTime,finishedTime,elapsedTime,amContainerLogs,amHostHttpAddress,allocatedMB,allocatedVCores,runningContainers,memorySeconds,vcoreSeconds,queueUsagePercentage,clusterUsagePercentage,preemptedResourceMB,preemptedResourceVCores,numNonAMContainerPreempted,numAMContainerPreempted,logAggregationStatus,unmanagedApplication,amNodeLabelExpression
application_1509343490195_0024,root,SimpleTextClassificationPipeline,spark,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0024/,null,1509436254805,SPARK,,0,1509426373287,1509428372838,1999551,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0024_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,5974582,1964,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0026,root,SimpleTextClassificationPipeline,spark,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0026/,null,1509436254805,SPARK,,0,1509428576169,1509428601476,25307,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0026_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,141694,55,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0025,root,SimpleTextClassificationPipeline,spark,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0025/,null,1509436254805,SPARK,,0,1509428519787,1509428550836,31049,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0025_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,181930,71,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0027,root,QuasiMonteCarlo,hive,FINISHED,FAILED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0027/,null,1509436254805,MAPREDUCE,,0,1509428644756,1509430767362,2122606,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0027_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,21664904,16866,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509436254805_0074,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0074/,,1509436254805,MAPREDUCE,,0,1510669750523,1510669851286,100763,http://hdp204.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0074_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,272449,168,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0071,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0071/,,1509436254805,MAPREDUCE,,0,1510669182338,1510669289543,107205,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0071_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,624990,349,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0068,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0068/,,1509436254805,MAPREDUCE,,0,1510668709879,1510668834694,124815,http://hdp204.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0068_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,691276,374,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0065,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0065/,,1509436254805,MAPREDUCE,,0,1510666323375,1510666372845,49470,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0065_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,249695,136,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509343490195_0002,root,org.apache.spark.examples.streaming.QueueStream,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0002/,null,1509436254805,SPARK,,0,1509345312128,1509345370172,58044,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0002_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,283751,137,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509436254805_0062,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0062/,,1509436254805,MAPREDUCE,,0,1510665027196,1510665099393,72197,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0062_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,281414,137,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509343490195_0003,root,org.apache.spark.examples.streaming.QueueStream,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0003/,null,1509436254805,SPARK,,0,1509345319088,1509345424617,105529,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0003_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,278685,135,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0006,root,org.apache.spark.examples.streaming.QueueStream,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0006/,null,1509436254805,SPARK,,0,1509349356649,1509349438474,81825,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0006_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,515359,137,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0005,root,org.apache.spark.examples.streaming.QueueStream,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0005/,null,1509436254805,SPARK,,0,1509349278535,1509349328983,50448,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0005_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,377352,137,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0008,root,org.apache.spark.examples.ml.SimpleTextClassificationPipeline,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0008/,null,1509436254805,SPARK,,0,1509349645568,1509349706178,60610,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0008_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,234029,114,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0007,root,org.apache.spark.examples.streaming.QueueStream,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0007/,null,1509436254805,SPARK,,0,1509349589482,1509349658936,69454,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0007_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,486057,123,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509436254805_0086,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0086/,,1509436254805,MAPREDUCE,,0,1510674539747,1510674627036,87289,http://hdp204.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0086_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,256661,155,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509343490195_0009,root,org.apache.spark.examples.streaming.QueueStream,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0009/,null,1509436254805,SPARK,,0,1509349681036,1509349775287,94251,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0009_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,506825,126,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0012,root,org.apache.spark.examples.streaming.QueueStream,spark,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0012/,null,1509436254805,SPARK,,0,1509414864431,1509414934985,70554,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0012_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,265115,128,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0011,root,org.apache.spark.examples.streaming.QueueStream,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0011/,null,1509436254805,SPARK,,0,1509349971466,1509350045819,74353,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0011_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,504678,129,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509436254805_0083,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0083/,,1509436254805,MAPREDUCE,,0,1510673338126,1510673502913,164787,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0083_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,809181,444,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509343490195_0014,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0014/,null,1509436254805,MAPREDUCE,,0,1509416148026,1509416226168,78142,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0014_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,302870,185,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0016,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0016/,null,1509436254805,MAPREDUCE,,0,1509416249539,1509417178662,929123,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0016_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,3151715,1999,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509436254805_0080,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0080/,,1509436254805,MAPREDUCE,,0,1510672475949,1510672657466,181517,http://hdp204.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0080_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,760244,419,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509343490195_0015,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0015/,null,1509436254805,MAPREDUCE,,0,1509416231430,1509416935663,704233,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0015_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,3679833,2145,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0018,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0018/,null,1509436254805,MAPREDUCE,,0,1509417398906,1509417581221,182315,http://hdp203.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0018_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,1446841,793,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509343490195_0017,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509343490195_0017/,null,1509436254805,MAPREDUCE,,0,1509417270389,1509417373224,102835,http://hdp204.cancer.com:8042/node/containerlogs/container_e03_1509343490195_0017_01_000001/root,hdp204.cancer.com:8042,-1,-1,-1,600267,343,0.0,0.0,0,0,0,0,NOT_START,False,
application_1509436254805_0077,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0077/,,1509436254805,MAPREDUCE,,0,1510671235742,1510671358930,123188,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0077_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,827073,447,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0044,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0044/,,1509436254805,MAPREDUCE,,0,1510657890131,1510658000433,110302,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0044_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,682913,318,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0041,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0041/,,1509436254805,MAPREDUCE,,0,1510656516095,1510656611390,95295,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0041_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,361988,201,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0038,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0038/,,1509436254805,MAPREDUCE,,0,1510655267679,1510655403398,135719,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0038_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,879364,462,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0035,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0035/,,1509436254805,MAPREDUCE,,0,1510654033531,1510654227903,194372,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0035_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,1149121,602,0.0,0.0,0,0,0,0,SUCCEEDED,False,
application_1509436254805_0029,root,QuasiMonteCarlo,hive,FINISHED,SUCCEEDED,100.0,History,http://hdp203.cancer.com:8088/proxy/application_1509436254805_0029/,,1509436254805,MAPREDUCE,,0,1510640434285,1510640867210,432925,http://hdp203.cancer.com:8042/node/containerlogs/container_e05_1509436254805_0029_01_000001/root,hdp203.cancer.com:8042,-1,-1,-1,2921892,1378,0.0,0.0,0,0,0,0,SUCCEEDED,False,
